id,valor,peso,volumen,categoria
3903,124,39,11,5
3904,722,25,86,3
3905,264,85,3,2
3906,231,42,6,4
3907,112,49,44,3
3908,237,37,52,3
3909,261,63,95,4
3910,907,8,57,4
3911,361,96,39,3
3912,418,72,73,3
3913,457,86,86,5
3914,945,19,34,3
3915,565,40,10,3
3916,208,13,42,5
3917,214,4,88,3
3918,166,67,46,2
3919,610,91,70,5
3920,389,48,87,3
3921,573,24,44,4
3922,76,14,47,4
3923,823,85,62,2
3924,834,87,50,1
3925,127,92,2,1
3926,310,65,70,2
3927,793,84,30,3
3928,501,14,43,3
3929,416,41,24,4
3930,145,89,20,3
3931,64,29,20,1
3932,19,58,63,3
3933,323,38,98,1
3934,201,44,35,5
3935,364,30,1,3
3936,841,78,4,4
3937,941,33,90,4
3938,540,88,55,1
3939,657,44,39,2
3940,651,39,5,3
3941,63,75,46,1
3942,554,52,89,3
3943,113,50,83,4
3944,218,39,40,5
3945,323,49,41,3
3946,159,83,51,2
3947,804,8,45,4
3948,496,49,85,5
3949,709,99,50,2
3950,265,42,89,3
3951,581,33,23,4
3952,276,76,81,3
3953,53,5,100,2
3954,139,30,80,5
3955,401,9,50,5
3956,882,67,42,4
3957,542,44,5,4
3958,12,61,25,4
3959,684,45,13,3
3960,122,65,42,1
3961,652,44,72,5
3962,186,4,8,2
3963,941,32,27,4
3964,855,11,87,4
3965,775,10,17,1
3966,824,73,77,2
3967,601,98,34,1
3968,270,45,13,1
3969,515,36,59,5
3970,366,89,48,1
3971,370,57,65,4
3972,903,21,17,1
3973,387,91,15,5
3974,629,100,73,4
3975,933,67,28,2
3976,951,18,7,1
3977,607,70,6,4
3978,895,83,53,5
3979,673,88,84,5
3980,158,25,4,4
3981,880,59,32,2
3982,137,99,47,5
3983,602,13,4,1
3984,282,69,4,4
3985,426,94,90,2
3986,983,9,64,2
3987,170,2,91,1
3988,521,92,16,2
3989,923,42,76,1
3990,735,28,71,5
3991,208,62,22,4
3992,692,45,22,2
3993,444,49,79,2
3994,786,84,46,2
3995,795,66,84,1
3996,658,69,23,5
3997,281,61,32,3
3998,125,97,28,4
3999,217,26,46,2
4000,910,71,11,4
4001,723,31,69,2
4002,104,100,93,1
4003,573,41,37,1
4004,759,83,26,1
4005,697,68,4,1
4006,841,68,45,5
4007,640,40,23,3
4008,680,41,78,2
4009,478,81,62,2
4010,462,73,90,2
4011,503,25,85,2
4012,804,59,42,3
4013,238,75,41,2
4014,828,2,23,4
4015,529,83,81,1
4016,360,62,65,2
4017,253,80,11,5
4018,797,86,10,4
4019,278,27,86,5
4020,353,54,98,1
4021,980,46,27,5
4022,50,89,71,1
4023,456,75,11,5
4024,711,28,4,3
4025,872,72,14,3
4026,136,12,18,4
4027,961,92,70,4
4028,804,78,40,2
4029,343,19,24,4
4030,486,33,56,5
4031,636,13,26,3
4032,950,40,17,5
4033,966,16,2,1
4034,486,24,34,5
4035,455,21,58,2
4036,441,13,42,4
4037,736,7,69,2
4038,835,29,25,3
4039,614,74,59,3
4040,376,94,49,5
4041,320,37,15,4
4042,221,74,11,5
4043,686,45,67,3
4044,952,42,73,5
4045,61,23,89,2
4046,864,38,45,2
4047,590,57,98,1
4048,537,33,91,5
4049,92,41,20,4
4050,446,12,59,2
4051,818,81,99,4
4052,395,39,5,5
4053,803,92,61,5
4054,206,43,50,1
4055,745,63,78,4
4056,505,13,31,4
4057,974,2,67,3
4058,414,34,29,4
4059,734,32,25,5
4060,180,60,53,4
4061,297,99,63,4
4062,126,99,66,1
4063,290,34,1,1
4064,135,27,94,5
4065,869,4,24,3
4066,781,57,61,3
4067,972,48,38,4
4068,685,14,7,2
4069,402,62,97,4
4070,544,41,29,5
4071,129,42,71,3
4072,649,4,38,3
4073,952,71,3,1
4074,310,31,93,4
4075,328,37,26,2
4076,539,68,83,1
4077,112,90,95,1
4078,797,71,19,3
4079,715,87,39,1
4080,408,68,79,3
4081,964,49,13,3
4082,426,73,49,5
4083,382,10,37,1
4084,61,81,69,1
4085,442,99,20,4
4086,818,66,81,1
4087,492,25,30,4
4088,642,91,29,5
4089,243,20,74,1
4090,49,6,10,5
4091,16,30,16,1
4092,78,23,100,2
4093,296,100,15,3
4094,248,21,94,2
4095,525,34,37,1
4096,875,14,40,4
4097,341,13,21,2
4098,384,36,32,4
4099,681,59,29,4
4100,582,57,7,4
4101,199,1,41,5
4102,938,12,38,3
4103,668,78,26,3
4104,135,95,6,3
4105,312,88,16,5
4106,182,99,77,5
4107,25,90,56,4
4108,386,37,51,1
4109,567,69,32,5
4110,302,73,74,5
4111,873,81,20,1
4112,106,25,90,2
4113,356,17,56,3
4114,366,98,13,4
4115,594,43,53,1
4116,211,32,46,3
4117,799,33,60,1
4118,106,45,55,2
4119,706,91,80,1
4120,633,5,16,1
4121,713,33,68,4
4122,34,74,42,3
4123,339,69,67,2
4124,224,67,60,1
4125,914,40,80,4
4126,923,81,98,4
4127,20,21,63,2
4128,419,100,86,1
4129,259,19,99,1
4130,618,33,80,2
4131,94,50,19,3
4132,761,91,3,1
4133,819,32,2,3
4134,661,61,37,3
4135,615,82,70,1
4136,349,82,11,3
4137,79,14,59,5
4138,525,65,75,1
4139,515,4,43,1
4140,404,61,3,1
4141,342,23,98,1
4142,875,73,33,5
4143,592,80,85,1
4144,447,91,2,4
4145,83,90,52,3
4146,970,44,70,4
4147,80,10,19,3
4148,774,84,85,5
4149,622,96,65,4
4150,38,21,83,1
4151,791,48,26,3
4152,712,25,22,1
4153,49,59,21,4
4154,187,100,34,4
4155,424,80,51,4
4156,482,99,28,4
4157,38,87,61,5
4158,402,93,30,2
4159,869,8,75,1
4160,860,6,50,1
4161,139,19,70,2
4162,214,55,45,4
4163,74,22,83,4
4164,134,71,91,3
4165,866,91,47,1
4166,747,18,62,3
4167,805,13,44,3
4168,788,40,47,2
4169,942,17,49,2
4170,468,61,79,3
4171,824,17,56,1
4172,188,3,47,1
4173,969,88,76,1
4174,813,74,4,5
4175,473,10,65,3
4176,832,97,5,5
4177,854,49,55,4
4178,205,84,32,2
4179,289,90,54,3
4180,61,53,16,5
4181,815,85,14,2
4182,241,2,46,4
4183,522,71,77,4
4184,453,97,79,5
4185,622,45,12,1
4186,164,48,44,4
4187,403,61,75,3
4188,585,47,39,2
4189,179,28,23,3
4190,580,17,43,2
4191,520,33,18,3
4192,666,7,86,5
4193,265,57,50,4
4194,976,71,34,2
4195,599,48,10,5
4196,610,77,9,5
4197,960,75,72,1
4198,791,7,71,3
4199,594,36,45,2
4200,860,81,96,2
4201,504,32,94,5
4202,588,85,54,2
4203,460,84,21,5
4204,13,43,25,1
4205,515,1,38,3
4206,454,35,99,5
4207,357,78,46,4
4208,142,96,5,5
4209,778,32,58,1
4210,763,75,15,2
4211,576,48,26,4
4212,236,91,2,3
4213,139,79,31,2
4214,125,70,99,1
4215,315,88,14,1
4216,207,72,59,1
4217,73,27,87,3
4218,962,42,25,1
4219,456,34,3,4
4220,644,67,42,1
4221,277,75,21,1
4222,658,55,42,2
4223,188,59,69,2
4224,569,99,86,2
4225,126,25,79,2
4226,677,90,12,4
4227,698,74,45,5
4228,946,92,15,4
4229,647,20,39,5
4230,958,21,33,4
4231,963,69,91,4
4232,277,54,81,4
4233,996,96,26,1
4234,442,31,53,4
4235,302,97,2,1
4236,228,3,29,1
4237,449,6,18,5
4238,875,73,71,4
4239,94,53,66,4
4240,657,16,96,2
4241,12,50,25,1
4242,929,42,94,2
4243,724,4,77,1
4244,100,77,52,1
4245,239,94,19,1
4246,813,80,14,5
4247,474,95,94,5
4248,194,29,98,2
4249,995,43,56,1
4250,178,3,32,5
4251,430,56,31,4
4252,288,93,98,4
4253,161,70,74,4
4254,10,12,60,2
4255,917,97,29,5
4256,193,89,66,3
4257,716,86,69,1
4258,326,15,26,3
4259,957,49,93,2
4260,463,36,85,1
4261,458,49,43,4
4262,165,67,43,1
4263,542,49,3,4
4264,450,53,79,2
4265,683,63,64,5
4266,911,10,2,2
4267,562,41,79,3
4268,546,16,33,1
4269,145,29,89,5
4270,476,74,88,4
4271,590,82,68,1
4272,807,86,66,3
4273,404,34,52,5
4274,805,81,38,5
4275,394,12,10,5
4276,916,96,10,2
4277,652,7,42,1
4278,411,100,68,3
4279,76,36,60,2
4280,775,26,83,4
4281,178,42,90,5
4282,660,69,89,4
4283,490,30,55,1
4284,920,49,90,2
4285,454,21,28,5
4286,399,45,39,1
4287,294,20,27,2
4288,863,100,7,2
4289,681,33,18,4
4290,351,30,7,2
4291,277,16,77,2
4292,887,11,23,1
4293,469,81,48,1
4294,875,78,77,4
4295,518,54,68,2
4296,849,15,1,4
4297,409,61,91,4
4298,743,1,55,5
4299,534,7,35,2
4300,525,41,66,1
4301,424,50,72,4
4302,863,83,16,5
4303,457,49,41,4
4304,691,8,25,3
4305,644,16,88,2
4306,424,33,92,3
4307,994,58,11,5
4308,240,40,96,5
4309,959,76,10,3
4310,24,65,17,1
4311,997,85,18,3
4312,508,99,85,4
4313,30,84,61,4
4314,284,35,87,2
4315,290,44,69,3
4316,678,25,23,5
4317,44,55,41,5
4318,296,82,81,3
4319,803,95,46,3
4320,611,89,61,2
4321,829,38,43,3
4322,282,55,27,3
4323,541,50,45,2
4324,446,93,10,3
4325,722,41,22,4
4326,205,77,42,5
4327,235,50,59,1
4328,378,45,45,3
4329,542,90,21,2
4330,164,96,89,3
4331,439,98,42,1
4332,45,90,50,5
4333,559,97,56,1
4334,710,18,18,4
4335,259,3,82,1
4336,948,23,14,3
4337,503,55,22,1
4338,69,18,33,3
4339,152,60,71,1
4340,538,40,15,5
4341,19,100,81,5
4342,184,89,61,2
4343,343,69,59,3
4344,322,65,9,2
4345,230,61,19,3
4346,434,3,66,4
4347,271,2,2,2
4348,524,1,61,2
4349,964,7,59,5
4350,476,42,58,3
4351,929,35,83,4
4352,330,79,24,4
4353,270,75,51,5
4354,747,87,51,4
4355,77,22,73,4
4356,808,51,29,4
4357,668,84,43,4
4358,891,85,85,1
4359,530,4,70,2
4360,885,91,50,5
4361,320,69,76,4
4362,228,73,39,5
4363,867,84,73,4
4364,410,67,22,2
4365,362,66,29,3
4366,184,16,75,5
4367,259,52,46,5
4368,392,29,99,3
4369,397,45,8,1
4370,99,43,60,2
4371,603,17,42,2
4372,437,24,6,4
4373,521,4,51,4
4374,158,77,11,3
4375,132,94,11,4
4376,614,75,20,1
4377,259,78,18,5
4378,959,37,86,2
4379,238,39,33,4
4380,218,42,50,4
4381,29,12,68,5
4382,528,26,90,2
4383,172,60,81,1
4384,794,3,13,2
4385,404,54,18,5
4386,262,85,27,3
4387,561,4,42,3
4388,949,71,13,2
4389,974,12,24,2
4390,775,78,34,2
4391,151,82,86,2
4392,316,17,66,3
4393,571,46,48,1
4394,501,12,74,1
4395,96,12,67,2
4396,897,97,6,3
4397,149,63,72,2
4398,443,33,41,1
4399,145,51,51,3
4400,135,16,48,4
4401,766,50,26,2
4402,486,15,100,3
4403,690,76,85,2
4404,421,22,77,3
4405,50,16,13,4
4406,211,61,41,1
4407,848,4,35,4
4408,658,30,71,1
4409,590,76,36,2
4410,581,46,35,2
4411,93,63,100,2
4412,136,97,8,4
4413,880,14,31,3
4414,654,39,33,3
4415,397,85,27,3
4416,349,7,42,4
4417,723,1,52,4
4418,945,67,5,2
4419,508,30,59,4
4420,921,79,5,2
4421,578,30,86,3
4422,249,1,88,1
4423,28,13,74,1
4424,934,52,66,5
4425,445,66,5,1
4426,921,53,48,3
4427,38,15,69,5
4428,487,45,13,5
4429,222,43,7,4
4430,579,11,63,3
4431,511,24,82,5
4432,863,79,62,5
4433,22,73,70,5
4434,424,21,57,3
4435,653,70,36,4
4436,918,72,14,2
4437,675,10,1,5
4438,926,57,12,1
4439,104,80,34,5
4440,380,17,22,5
4441,589,94,45,5
4442,43,92,32,3
4443,813,36,69,1
4444,728,7,70,3
4445,318,40,10,1
4446,280,40,84,1
4447,981,85,50,2
4448,19,60,15,3
4449,329,6,58,5
4450,84,53,95,2
4451,371,16,92,2
4452,783,3,76,2
4453,611,54,63,5
4454,642,69,63,1
4455,558,15,99,3
4456,735,20,78,1
4457,874,81,22,1
4458,93,84,49,1
4459,519,98,83,4
4460,449,74,58,1
4461,532,87,4,5
4462,619,66,83,3
4463,166,73,60,1
4464,598,60,17,5
4465,132,36,99,1
4466,400,43,23,4
4467,179,11,67,2
4468,613,15,65,4
4469,97,7,90,4
4470,395,37,32,4
4471,468,97,40,1
4472,865,32,93,5
4473,310,27,87,2
4474,784,83,94,5
4475,253,56,58,2
4476,282,40,83,1
4477,15,77,57,4
4478,346,88,33,1
4479,649,57,86,2
4480,613,35,86,4
4481,272,20,52,4
4482,456,66,2,5
4483,561,78,67,5
4484,596,54,74,1
4485,576,43,7,3
4486,125,68,60,4
4487,282,40,8,2
4488,435,17,56,4
4489,335,65,73,4
4490,647,38,34,2
4491,758,76,65,4
4492,641,46,56,4
4493,21,38,70,4
4494,382,84,95,4
4495,820,52,59,3
4496,259,65,21,4
4497,347,56,48,4
4498,303,10,52,5
4499,173,80,98,2
4500,116,57,94,1
4501,915,5,53,2
4502,728,69,44,5
4503,634,56,35,3
4504,308,41,58,1
4505,503,12,58,4
4506,294,93,37,3
4507,93,66,6,5
4508,261,10,8,4
4509,112,62,82,3
4510,48,30,66,4
4511,280,80,88,1
4512,490,54,31,1
4513,522,88,39,3
4514,569,81,12,2
4515,998,13,43,1
4516,355,29,72,2
4517,370,57,84,1
4518,460,53,72,2
4519,116,58,85,4
4520,739,64,22,5
4521,153,14,32,3
4522,977,43,26,3
4523,462,67,4,3
4524,403,52,58,3
4525,954,100,52,5
4526,821,31,55,1
4527,50,84,32,5
4528,580,30,96,2
4529,861,95,23,4
4530,228,30,21,3
4531,924,95,86,5
4532,777,75,40,4
4533,509,18,47,5
4534,261,28,51,5
4535,40,37,14,5
4536,888,27,76,3
4537,429,11,52,4
4538,376,84,75,4
4539,787,53,77,1
4540,726,94,21,4
4541,344,75,47,4
4542,337,75,76,3
4543,336,74,14,4
4544,405,86,98,5
4545,233,5,62,2
4546,439,4,8,1
4547,493,61,71,5
4548,518,12,88,3
4549,296,92,9,5
4550,938,52,38,4
4551,581,53,80,1
4552,331,13,72,1
4553,144,36,30,5
4554,153,80,82,3
4555,230,50,72,2
4556,944,71,53,5
4557,545,24,47,1
4558,332,63,48,3
4559,607,41,99,4
4560,939,56,87,2
4561,891,40,47,3
4562,661,89,90,5
4563,399,90,97,4
4564,422,59,61,4
4565,713,94,96,2
4566,252,54,75,4
4567,526,68,27,2
4568,779,59,56,4
4569,665,48,33,4
4570,486,36,62,5
4571,411,54,20,3
4572,962,4,52,1
4573,737,64,42,3
4574,361,51,41,1
4575,415,84,55,4
4576,548,19,50,4
4577,143,82,50,4
4578,177,32,13,4
4579,934,22,61,2
4580,663,25,41,3
4581,910,11,64,5
4582,772,34,37,2
4583,961,50,83,2
4584,856,54,18,2
4585,278,14,29,2
4586,278,44,86,1
4587,41,78,8,4
4588,281,61,20,3
4589,239,60,80,5
4590,568,1,1,1
4591,435,20,41,1
4592,122,19,68,4
4593,705,46,73,5
4594,731,23,1,2
4595,955,99,82,5
4596,905,47,2,3
4597,935,85,81,3
4598,839,21,10,5
4599,742,54,96,1
4600,682,51,58,3
4601,947,88,45,1
4602,603,88,48,3
4603,934,41,8,1
4604,506,71,69,5
4605,794,38,59,2
4606,910,56,95,4
4607,73,1,41,4
4608,33,60,33,2
4609,542,46,92,2
4610,848,79,13,4
4611,102,54,59,2
4612,537,30,27,5
4613,901,46,93,3
4614,408,53,90,3
4615,390,26,74,1
4616,481,10,13,4
4617,929,23,46,1
4618,737,80,37,1
4619,28,63,11,2
4620,501,13,69,3
4621,341,2,70,5
4622,702,52,71,1
4623,498,24,92,3
4624,494,19,46,2
4625,207,54,31,5
4626,51,41,64,4
4627,256,88,31,2
4628,773,81,33,4
4629,250,36,17,5
4630,777,27,13,2
4631,459,78,51,3
4632,691,34,64,1
4633,813,77,5,4
4634,303,57,29,5
4635,154,32,29,2
4636,316,68,53,4
4637,667,23,39,1
4638,722,82,34,5
4639,297,65,55,2
4640,33,100,8,5
4641,424,52,95,5
4642,725,82,9,5
4643,848,85,74,4
4644,615,61,83,3
4645,410,63,23,4
4646,517,97,55,3
4647,543,58,57,3
4648,950,67,91,4
4649,877,2,81,3
4650,944,9,10,1
4651,272,80,50,2
4652,848,35,51,1
4653,751,18,14,4
4654,260,50,74,5
4655,173,40,36,2
4656,272,35,35,4
4657,711,56,37,5
4658,560,61,10,3
4659,807,79,37,5
4660,652,36,73,2
4661,217,62,89,3
4662,620,99,43,3
4663,190,8,95,5
4664,758,85,21,1
4665,344,91,81,2
4666,699,38,77,5
4667,447,54,72,1
4668,393,37,22,4
4669,636,18,98,3
4670,317,70,47,2
4671,677,70,55,5
4672,845,48,77,2
4673,67,26,100,4
4674,755,88,87,2
4675,655,40,86,3
4676,121,57,35,2
4677,878,83,21,2
4678,87,71,79,3
4679,837,59,17,1
4680,856,74,69,1
4681,525,12,84,3
4682,425,71,20,1
4683,292,7,51,5
4684,536,81,81,2
4685,794,62,59,3
4686,783,64,20,5
4687,59,8,88,4
4688,84,50,25,3
4689,699,66,41,5
4690,878,6,30,1
4691,21,18,31,5
4692,582,72,38,4
4693,540,5,88,5
4694,914,82,27,4
4695,467,34,55,1
4696,950,59,100,4
4697,243,10,73,4
4698,384,29,1,4
4699,19,54,47,1
4700,493,53,3,2
4701,690,19,30,5
4702,564,2,31,2
4703,175,2,41,1
4704,240,30,54,1
4705,207,60,51,1
4706,165,71,68,1
4707,757,6,12,2
4708,473,90,8,4
4709,602,78,27,1
4710,532,84,52,1
4711,926,22,55,4
4712,587,38,41,5
4713,950,4,78,5
4714,292,63,85,3
4715,438,6,83,2
4716,825,93,19,2
4717,704,67,30,5
4718,304,27,30,3
4719,729,70,23,1
4720,10,15,72,3
4721,179,39,11,4
4722,245,7,38,5
4723,481,2,5,4
4724,971,57,72,1
4725,330,16,32,4
4726,454,89,63,2
4727,155,44,19,2
4728,861,8,26,4
4729,386,83,88,2
4730,667,100,35,1
4731,687,67,2,3
4732,739,45,49,3
4733,815,26,96,4
4734,927,73,91,2
4735,517,84,37,2
4736,470,73,69,1
4737,886,17,21,2
4738,919,60,82,4
4739,980,40,89,1
4740,287,38,11,4
4741,121,68,30,1
4742,618,1,81,4
4743,901,11,63,1
4744,15,1,19,3
4745,108,51,37,4
4746,506,30,5,4
4747,355,17,18,5
4748,651,58,47,3
4749,500,21,43,1
4750,957,47,22,4
4751,522,10,74,5
4752,561,99,93,3
4753,384,96,47,1
4754,97,3,61,1
4755,295,59,17,1
4756,549,96,54,1
4757,85,31,70,5
4758,628,22,19,2
4759,475,65,73,2
4760,534,22,40,2
4761,329,50,62,5
4762,940,84,68,2
4763,84,37,47,3
4764,892,98,10,1
4765,989,36,95,4
4766,87,97,94,1
4767,369,23,85,2
4768,424,3,45,4
4769,638,68,78,4
4770,43,8,60,1
4771,195,22,35,2
4772,354,79,47,1
4773,341,5,11,2
4774,154,42,4,3
4775,476,83,96,1
4776,124,71,95,2
4777,736,31,64,5
4778,649,25,83,4
4779,115,28,51,3
4780,700,79,59,5
4781,835,84,8,3
4782,694,25,54,4
4783,385,71,35,1
4784,625,44,90,5
4785,501,49,83,2
4786,408,88,11,1
4787,70,21,6,4
4788,386,36,34,4
4789,721,16,75,2
4790,60,16,23,5
4791,281,41,55,2
4792,153,2,14,1
4793,945,43,81,1
4794,189,52,41,3
4795,362,77,80,4
4796,515,45,13,2
4797,742,73,40,4
4798,270,16,38,5
4799,503,7,35,1
4800,249,19,40,5
4801,29,52,78,4
4802,179,23,5,3
4803,657,36,78,5
4804,816,3,50,2
4805,213,16,74,5
4806,703,47,25,3
4807,905,45,11,5
4808,983,86,87,4
4809,691,30,94,1
4810,725,93,20,3
4811,448,28,8,3
4812,396,92,75,2
4813,392,57,34,5
4814,599,43,88,2
4815,57,100,39,5
4816,166,85,70,4
4817,114,30,67,5
4818,293,28,20,5
4819,937,92,2,4
4820,443,81,3,4
4821,489,20,51,4
4822,328,10,14,3
4823,383,17,68,3
4824,785,84,54,5
4825,594,32,21,3
4826,294,52,17,5
4827,257,48,23,4
4828,524,93,57,2
4829,946,91,20,5
4830,645,94,82,2
4831,565,41,26,5
4832,270,36,4,4
4833,312,12,75,1
4834,57,42,22,3
4835,709,40,79,3
4836,461,52,70,4
4837,394,65,16,3
4838,404,43,58,1
4839,949,52,7,3
4840,512,48,33,2
4841,513,73,3,1
4842,320,92,82,1
4843,558,97,46,3
4844,292,42,30,2
4845,389,2,84,2
4846,968,11,44,4
4847,399,32,85,4
4848,433,21,56,5
4849,238,53,75,1
4850,537,41,81,2
4851,783,20,22,3
4852,719,68,81,5
4853,352,51,18,5
4854,12,95,46,5
4855,359,50,56,1
4856,196,22,86,4
4857,265,43,23,1
4858,486,48,50,1
4859,223,74,28,1
4860,178,63,72,4
4861,773,14,47,3
4862,717,78,74,2
4863,147,17,97,2
4864,823,56,21,3
4865,194,14,13,3
4866,147,27,75,5
4867,475,32,79,5
4868,749,43,61,4
4869,690,52,2,4
4870,318,40,64,4
4871,19,43,4,3
4872,854,52,69,5
4873,272,66,69,2
4874,795,68,31,4
4875,45,94,94,5
4876,352,65,11,2
4877,497,78,77,3
4878,229,99,27,2
4879,250,8,100,1
4880,205,65,58,5
4881,926,1,15,4
4882,972,66,95,4
4883,886,36,22,5
4884,638,5,77,4
4885,987,27,19,3
4886,769,83,34,2
4887,184,19,43,4
4888,796,54,47,3
4889,542,26,100,1
4890,405,42,62,1
4891,371,91,40,1
4892,699,44,94,1
4893,547,10,77,4
4894,98,65,22,1
4895,507,1,3,1
4896,260,77,52,3
4897,24,4,27,3
4898,519,72,58,5
4899,927,94,65,2
4900,421,14,94,2
4901,787,78,21,5
4902,139,47,68,2
4903,564,43,79,2
4904,742,26,63,3
4905,987,2,54,2
4906,122,67,83,1
4907,259,9,78,2
4908,958,88,70,4
4909,600,3,47,3
4910,371,28,36,4
4911,640,73,76,5
4912,682,48,20,5
4913,499,98,80,5
4914,481,58,54,2
4915,774,37,67,1
4916,415,25,90,4
4917,171,61,100,5
4918,127,6,2,1
4919,892,79,25,2
4920,733,12,82,5
4921,861,79,100,3
4922,301,83,72,4
4923,124,79,41,5
4924,850,9,37,4
4925,595,1,51,1
4926,650,91,98,3
4927,65,74,58,5
4928,865,95,49,5
4929,87,49,57,2
4930,339,16,16,3
4931,851,37,53,3
4932,934,67,81,5
4933,696,73,1,4
4934,433,34,20,1
4935,912,29,18,4
4936,293,21,52,4
4937,270,58,21,1
4938,603,27,9,3
4939,67,42,38,4
4940,724,74,56,3
4941,429,83,57,3
4942,372,97,94,2
4943,64,72,68,2
4944,893,28,81,1
4945,192,56,30,2
4946,720,21,9,5
4947,814,81,72,4
4948,733,80,11,5
4949,721,58,68,2
4950,833,87,5,4
4951,32,42,38,3
4952,157,42,56,5
4953,919,35,40,5
4954,847,92,1,4
4955,176,58,4,2
4956,335,2,91,1
4957,106,76,61,3
4958,457,15,94,2
4959,131,95,22,2
4960,39,91,44,2
4961,285,55,87,1
4962,609,53,62,4
4963,537,24,10,3
4964,451,65,100,4
4965,837,78,90,2
4966,825,57,11,5
4967,235,90,1,5
4968,310,39,11,4
4969,478,62,68,1
4970,876,83,75,4
4971,940,20,6,1
4972,22,84,67,1
4973,296,10,26,3
4974,337,14,27,5
4975,516,48,45,3
4976,517,93,68,3
4977,393,36,26,4
4978,174,45,35,2
4979,745,73,76,5
4980,670,80,24,5
4981,592,79,58,4
4982,489,86,55,1
4983,497,37,57,4
4984,719,60,11,1
4985,752,31,14,2
4986,76,57,98,5
4987,958,94,7,4
4988,449,85,19,3
4989,490,39,84,2
4990,952,62,64,1
4991,360,58,61,4
4992,319,44,91,5
4993,872,61,56,2
4994,331,48,30,4
4995,43,33,82,1
4996,456,59,33,5
4997,476,49,82,5
4998,133,84,86,1
4999,899,71,95,3
5000,403,26,22,4
5001,380,75,34,1
5002,184,92,61,4
5003,482,94,87,2
5004,41,94,65,2
5005,766,6,76,4
5006,888,71,73,3
5007,929,49,34,1
5008,508,63,2,3
5009,16,57,25,3
5010,109,97,27,4
5011,185,75,3,5
5012,911,60,1,1
5013,739,4,16,4
5014,914,28,90,3
5015,658,21,68,2
5016,15,51,99,5
5017,879,62,90,5
5018,663,96,35,2
5019,895,32,30,4
5020,567,87,10,3
5021,923,100,15,1
5022,232,30,56,4
5023,767,47,62,1
5024,240,37,1,1
5025,760,65,99,5
5026,812,89,47,4
5027,905,47,41,3
5028,530,14,48,2
5029,453,19,78,5
5030,532,92,32,3
5031,265,73,4,1
5032,587,61,23,4
5033,156,46,66,2
5034,685,88,76,4
5035,509,90,90,5
5036,937,100,81,1
5037,639,9,31,2
5038,984,13,28,3
5039,210,64,45,3
5040,66,26,98,5
5041,593,3,56,2
5042,659,72,50,4
5043,41,42,62,1
5044,719,62,42,1
5045,760,11,23,4
5046,229,32,17,2
5047,378,49,85,5
5048,830,97,39,3
5049,593,27,73,2
5050,249,27,17,3
5051,973,61,62,3
5052,982,41,34,2
5053,706,49,23,2
5054,268,55,52,4
5055,326,64,17,3
5056,270,56,4,2
5057,708,3,50,4
5058,103,26,18,4
5059,111,75,62,5
5060,103,96,76,1
5061,30,100,25,4
5062,892,65,72,1
5063,82,87,83,1
5064,498,84,85,1
5065,605,65,69,3
5066,994,21,24,1
5067,628,45,47,1
5068,49,49,2,4
5069,128,83,65,4
5070,572,7,56,2
5071,41,29,47,5
5072,926,87,40,2
5073,629,8,78,5
5074,786,89,52,5
5075,860,85,40,3
5076,890,18,25,3
5077,287,50,6,3
5078,798,54,42,2
5079,237,37,24,3
5080,903,14,84,3
5081,558,82,62,5
5082,480,42,40,3
5083,917,4,13,4
5084,424,41,35,3
5085,503,88,46,3
5086,524,3,14,2
5087,518,48,25,3
5088,192,87,7,3
5089,765,69,43,3
5090,631,44,73,3
5091,683,42,48,3
5092,394,26,38,5
5093,644,34,50,1
5094,851,10,88,1
5095,179,43,14,1
5096,634,3,31,3
5097,28,68,89,1
5098,234,47,93,4
5099,720,99,77,4
5100,209,25,24,4
5101,526,60,18,2
5102,312,86,33,3
5103,168,97,21,4
5104,791,65,17,4
5105,38,48,63,3
5106,977,86,34,4
5107,127,90,58,5
5108,908,98,79,4
5109,626,51,32,1
5110,547,71,10,2
5111,682,29,73,2
5112,966,88,27,5
5113,28,64,55,3
5114,710,68,80,4
5115,201,42,27,2
5116,517,39,34,3
5117,862,65,48,3
5118,802,97,59,1
5119,776,35,34,3
5120,833,2,28,2
5121,551,28,22,3
5122,481,34,32,4
5123,274,51,97,1
5124,168,76,79,1
5125,985,84,2,5
5126,702,33,26,5
5127,50,80,41,5
5128,936,67,2,2
5129,592,90,51,1
5130,875,22,9,2
5131,685,31,69,3
5132,673,72,95,5
5133,825,9,5,5
5134,476,93,40,1
5135,317,37,46,5
5136,390,62,44,4
5137,980,72,9,3
5138,923,5,49,3
5139,628,5,84,4
5140,367,81,44,3
5141,415,100,38,3
5142,927,75,83,4
5143,118,100,11,4
5144,434,17,10,5
5145,623,67,15,1
5146,527,66,1,5
5147,323,58,68,2
5148,489,83,98,4
5149,876,55,36,1
5150,55,26,85,4
5151,913,81,83,2
5152,136,37,100,1
5153,266,72,73,1
5154,909,5,24,1
5155,910,65,31,3
5156,977,30,29,5
5157,954,20,6,2
5158,712,95,54,3
5159,483,56,23,1
5160,709,80,20,3
5161,557,81,26,2
5162,957,43,3,4
5163,207,98,25,1
5164,420,82,24,2
5165,496,56,88,2
5166,715,62,58,2
5167,98,34,70,1
5168,174,15,79,5
5169,257,100,42,4
5170,357,29,86,3
5171,135,74,57,5
5172,150,46,71,5
5173,906,98,44,5
